,bins,color_vector_length,distance_measure,gradient_vector_length,interpolated,k,num_of_grid,score
284,10,120,l1,40,True,15,2,0.354312354312354
298,15,180,l1,60,True,5,2,0.354312354312354
251,20,60,l2,20,True,5,1,0.354312354312354
212,10,30,l1,10,False,15,1,0.35198135198135205
269,5,60,l2,20,True,15,2,0.35198135198135205
280,10,120,l1,40,True,1,2,0.35198135198135205
268,5,60,l1,20,True,15,2,0.35198135198135205
313,20,240,l2,80,True,1,2,0.35198135198135205
213,10,30,l2,10,False,15,1,0.349650349650349
271,5,60,l2,20,True,25,2,0.349650349650349
19,10,30,l2,10,False,5,1,0.349650349650349
31,10,30,l2,10,True,25,1,0.349650349650349
277,10,120,l2,40,False,15,2,0.349650349650349
319,20,240,l2,80,True,25,2,0.349650349650349
216,10,30,l1,10,True,1,1,0.349650349650349
544,15,720,l1,240,False,1,4,0.34731934731934705
16,10,30,l1,10,False,1,1,0.34731934731934705
72,5,60,l1,20,True,1,2,0.34731934731934705
78,5,60,l1,20,True,25,2,0.344988344988344
255,20,60,l2,20,True,25,1,0.344988344988344
47,15,45,l2,15,True,25,1,0.344988344988344
87,10,120,l2,40,False,25,2,0.34265734265734205
272,10,120,l1,40,False,1,2,0.34265734265734205
303,15,180,l2,60,True,25,2,0.34265734265734205
23,10,30,l2,10,False,25,1,0.34265734265734205
73,5,60,l2,20,True,1,2,0.34265734265734205
283,10,120,l2,40,True,5,2,0.34032634032634
64,5,60,l1,20,False,1,2,0.34032634032634
224,15,45,l1,15,False,1,1,0.34032634032634
281,10,120,l2,40,True,1,2,0.33799533799533804
81,10,120,l2,40,False,1,2,0.33799533799533804
324,5,240,l1,80,False,15,4,0.33799533799533804
17,10,30,l2,10,False,1,1,0.33799533799533804
206,5,15,l1,5,True,25,1,0.33799533799533804
207,5,15,l2,5,True,25,1,0.33799533799533804
223,10,30,l2,10,True,25,1,0.33799533799533804
222,10,30,l1,10,True,25,1,0.33799533799533804
322,5,240,l1,80,False,5,4,0.33799533799533804
65,5,60,l2,20,False,1,2,0.335664335664335
326,5,240,l1,80,False,25,4,0.335664335664335
25,10,30,l2,10,True,1,1,0.335664335664335
15,5,15,l2,5,True,25,1,0.335664335664335
279,10,120,l2,40,False,25,2,0.33333333333333304
323,5,240,l2,80,False,5,4,0.331002331002331
211,10,30,l2,10,False,5,1,0.331002331002331
217,10,30,l2,10,True,1,1,0.331002331002331
220,10,30,l1,10,True,15,1,0.331002331002331
225,15,45,l2,15,False,1,1,0.32867132867132803
536,10,480,l1,160,True,1,4,0.32867132867132803
560,20,960,l1,320,False,1,4,0.32867132867132803
273,10,120,l2,40,False,1,2,0.32867132867132803
249,20,60,l2,20,True,1,1,0.326340326340326
265,5,60,l2,20,True,1,2,0.326340326340326
266,5,60,l1,20,True,5,2,0.32400932400932403
208,10,30,l1,10,False,1,1,0.32400932400932403
528,10,480,l1,160,False,1,4,0.32400932400932403
320,5,240,l1,80,False,1,4,0.321678321678321
566,20,960,l1,320,False,25,4,0.321678321678321
267,5,60,l2,20,True,5,2,0.321678321678321
538,10,480,l1,160,True,5,4,0.321678321678321
12,5,15,l1,5,True,15,1,0.319347319347319
552,15,720,l1,240,True,1,4,0.319347319347319
264,5,60,l1,20,True,1,2,0.31701631701631705
530,10,480,l1,160,False,5,4,0.31235431235431205
66,5,60,l1,20,False,5,2,0.31235431235431205
325,5,240,l2,80,False,15,4,0.31235431235431205
14,5,15,l1,5,True,25,1,0.31235431235431205
548,15,720,l1,240,False,15,4,0.31002331002331
204,5,15,l1,5,True,15,1,0.31002331002331
205,5,15,l2,5,True,15,1,0.31002331002331
564,20,960,l1,320,False,15,4,0.31002331002331
327,5,240,l2,80,False,25,4,0.30769230769230704
550,15,720,l1,240,False,25,4,0.305361305361305
13,5,15,l2,5,True,15,1,0.305361305361305
546,15,720,l1,240,False,5,4,0.305361305361305
209,10,30,l2,10,False,1,1,0.305361305361305
506,20,240,l1,80,True,5,2,0.30303030303030304
570,20,960,l1,320,True,5,4,0.3006993006993
70,5,60,l1,20,False,25,2,0.3006993006993
554,15,720,l1,240,True,5,4,0.3006993006993
504,20,240,l1,80,True,1,2,0.3006993006993
258,5,60,l1,20,False,5,2,0.29836829836829803
537,10,480,l2,160,True,1,4,0.296037296037296
69,5,60,l2,20,False,15,2,0.296037296037296
556,15,720,l1,240,True,15,4,0.296037296037296
518,5,240,l1,80,False,25,4,0.296037296037296
532,10,480,l1,160,False,15,4,0.29370629370629303
516,5,240,l1,80,False,15,4,0.29370629370629303
562,20,960,l1,320,False,5,4,0.29370629370629303
512,5,240,l1,80,False,1,4,0.291375291375291
520,5,240,l1,80,True,1,4,0.291375291375291
68,5,60,l1,20,False,15,2,0.291375291375291
262,5,60,l1,20,False,25,2,0.289044289044289
203,5,15,l2,5,True,5,1,0.289044289044289
558,15,720,l1,240,True,25,4,0.289044289044289
482,15,180,l1,60,False,5,2,0.286713286713286
321,5,240,l2,80,False,1,4,0.286713286713286
71,5,60,l2,20,False,25,2,0.286713286713286
488,15,180,l1,60,True,1,2,0.284382284382284
534,10,480,l1,160,False,25,4,0.284382284382284
67,5,60,l2,20,False,5,2,0.284382284382284
259,5,60,l2,20,False,5,2,0.28205128205128205
529,10,480,l2,160,False,1,4,0.28205128205128205
202,5,15,l1,5,True,5,1,0.28205128205128205
508,20,240,l1,80,True,15,2,0.279720279720279
260,5,60,l1,20,False,15,2,0.27738927738927704
514,5,240,l1,80,False,5,4,0.27738927738927704
468,10,120,l1,40,False,15,2,0.27738927738927704
569,20,960,l2,320,True,1,4,0.27738927738927704
466,10,120,l1,40,False,5,2,0.27738927738927704
522,5,240,l1,80,True,5,4,0.275058275058275
490,15,180,l1,60,True,5,2,0.275058275058275
572,20,960,l1,320,True,15,4,0.275058275058275
542,10,480,l1,160,True,25,4,0.27272727272727204
510,20,240,l1,80,True,25,2,0.27272727272727204
540,10,480,l1,160,True,15,4,0.27039627039627
498,20,240,l1,80,False,5,2,0.27039627039627
436,20,60,l1,20,False,15,1,0.27039627039627
261,5,60,l2,20,False,15,2,0.27039627039627
11,5,15,l2,5,True,5,1,0.27039627039627
489,15,180,l2,60,True,1,2,0.27039627039627
521,5,240,l2,80,True,1,4,0.27039627039627
263,5,60,l2,20,False,25,2,0.27039627039627
10,5,15,l1,5,True,5,1,0.27039627039627
4,5,15,l1,5,False,15,1,0.27039627039627
541,10,480,l2,160,True,15,4,0.27039627039627
500,20,240,l1,80,False,15,2,0.27039627039627
555,15,720,l2,240,True,5,4,0.26806526806526804
492,15,180,l1,60,True,15,2,0.26806526806526804
533,10,480,l2,160,False,15,4,0.26806526806526804
571,20,960,l2,320,True,5,4,0.265734265734265
545,15,720,l2,240,False,1,4,0.265734265734265
496,20,240,l1,80,False,1,2,0.265734265734265
574,20,960,l1,320,True,25,4,0.265734265734265
450,5,60,l1,20,False,5,2,0.265734265734265
3,5,15,l2,5,False,5,1,0.26340326340326303
486,15,180,l1,60,False,25,2,0.26340326340326303
524,5,240,l1,80,True,15,4,0.26340326340326303
517,5,240,l2,80,False,15,4,0.261072261072261
526,5,240,l1,80,True,25,4,0.261072261072261
484,15,180,l1,60,False,15,2,0.261072261072261
553,15,720,l2,240,True,1,4,0.261072261072261
531,10,480,l2,160,False,5,4,0.25874125874125803
464,10,120,l1,40,False,1,2,0.25874125874125803
515,5,240,l2,80,False,5,4,0.25874125874125803
513,5,240,l2,80,False,1,4,0.256410256410256
557,15,720,l2,240,True,15,4,0.256410256410256
499,20,240,l2,80,False,5,2,0.256410256410256
480,15,180,l1,60,False,1,2,0.256410256410256
559,15,720,l2,240,True,25,4,0.254079254079254
481,15,180,l2,60,False,1,2,0.254079254079254
494,15,180,l1,60,True,25,2,0.254079254079254
505,20,240,l2,80,True,1,2,0.254079254079254
438,20,60,l1,20,False,25,1,0.251748251748251
201,5,15,l2,5,True,1,1,0.251748251748251
452,5,60,l1,20,False,15,2,0.251748251748251
502,20,240,l1,80,False,25,2,0.251748251748251
470,10,120,l1,40,False,25,2,0.24941724941724902
2,5,15,l1,5,False,5,1,0.24941724941724902
196,5,15,l1,5,False,15,1,0.24941724941724902
561,20,960,l2,320,False,1,4,0.24941724941724902
257,5,60,l2,20,False,1,2,0.24941724941724902
539,10,480,l2,160,True,5,4,0.24941724941724902
195,5,15,l2,5,False,5,1,0.24941724941724902
198,5,15,l1,5,False,25,1,0.24708624708624702
194,5,15,l1,5,False,5,1,0.24708624708624702
5,5,15,l2,5,False,15,1,0.24708624708624702
6,5,15,l1,5,False,25,1,0.24708624708624702
197,5,15,l2,5,False,15,1,0.24708624708624702
465,10,120,l2,40,False,1,2,0.24708624708624702
547,15,720,l2,240,False,5,4,0.24475524475524402
523,5,240,l2,80,True,5,4,0.24475524475524402
543,10,480,l2,160,True,25,4,0.24242424242424201
199,5,15,l2,5,False,25,1,0.24242424242424201
549,15,720,l2,240,False,15,4,0.24242424242424201
573,20,960,l2,320,True,15,4,0.24009324009324
565,20,960,l2,320,False,15,4,0.237762237762237
7,5,15,l2,5,False,25,1,0.237762237762237
474,10,120,l1,40,True,5,2,0.237762237762237
8,5,15,l1,5,True,1,1,0.237762237762237
485,15,180,l2,60,False,15,2,0.237762237762237
9,5,15,l2,5,True,1,1,0.237762237762237
200,5,15,l1,5,True,1,1,0.237762237762237
507,20,240,l2,80,True,5,2,0.235431235431235
453,5,60,l2,20,False,15,2,0.235431235431235
497,20,240,l2,80,False,1,2,0.235431235431235
551,15,720,l2,240,False,25,4,0.233100233100233
525,5,240,l2,80,True,15,4,0.233100233100233
476,10,120,l1,40,True,15,2,0.233100233100233
0,5,15,l1,5,False,1,1,0.233100233100233
471,10,120,l2,40,False,25,2,0.233100233100233
527,5,240,l2,80,True,25,4,0.23076923076923
256,5,60,l1,20,False,1,2,0.23076923076923
477,10,120,l2,40,True,15,2,0.23076923076923
454,5,60,l1,20,False,25,2,0.23076923076923
567,20,960,l2,320,False,25,4,0.23076923076923
519,5,240,l2,80,False,25,4,0.23076923076923
473,10,120,l2,40,True,1,2,0.22843822843822803
509,20,240,l2,80,True,15,2,0.22843822843822803
491,15,180,l2,60,True,5,2,0.22843822843822803
420,15,45,l1,15,False,15,1,0.22843822843822803
451,5,60,l2,20,False,5,2,0.22610722610722603
535,10,480,l2,160,False,25,4,0.22377622377622303
483,15,180,l2,60,False,5,2,0.22377622377622303
434,20,60,l1,20,False,5,1,0.22377622377622303
478,10,120,l1,40,True,25,2,0.22377622377622303
404,10,30,l1,10,False,15,1,0.22144522144522102
563,20,960,l2,320,False,5,4,0.22144522144522102
479,10,120,l2,40,True,25,2,0.22144522144522102
501,20,240,l2,80,False,15,2,0.22144522144522102
448,5,60,l1,20,False,1,2,0.21911421911421902
472,10,120,l1,40,True,1,2,0.21911421911421902
467,10,120,l2,40,False,5,2,0.21911421911421902
435,20,60,l2,20,False,5,1,0.21911421911421902
422,15,45,l1,15,False,25,1,0.21678321678321602
503,20,240,l2,80,False,25,2,0.21678321678321602
426,15,45,l1,15,True,5,1,0.21678321678321602
495,15,180,l2,60,True,25,2,0.21445221445221402
475,10,120,l2,40,True,5,2,0.21212121212121202
1,5,15,l2,5,False,1,1,0.21212121212121202
493,15,180,l2,60,True,15,2,0.21212121212121202
511,20,240,l2,80,True,25,2,0.21212121212121202
437,20,60,l2,20,False,15,1,0.20979020979020901
406,10,30,l1,10,False,25,1,0.20979020979020901
449,5,60,l2,20,False,1,2,0.20979020979020901
428,15,45,l1,15,True,15,1,0.20979020979020901
430,15,45,l1,15,True,25,1,0.20979020979020901
459,5,60,l2,20,True,5,2,0.20979020979020901
455,5,60,l2,20,False,25,2,0.20979020979020901
405,10,30,l2,10,False,15,1,0.20979020979020901
431,15,45,l2,15,True,25,1,0.207459207459207
415,10,30,l2,10,True,25,1,0.207459207459207
575,20,960,l2,320,True,25,4,0.207459207459207
439,20,60,l2,20,False,25,1,0.205128205128205
424,15,45,l1,15,True,1,1,0.205128205128205
412,10,30,l1,10,True,15,1,0.202797202797202
413,10,30,l2,10,True,15,1,0.202797202797202
457,5,60,l2,20,True,1,2,0.202797202797202
429,15,45,l2,15,True,15,1,0.202797202797202
444,20,60,l1,20,True,15,1,0.202797202797202
410,10,30,l1,10,True,5,1,0.2004662004662
469,10,120,l2,40,False,15,2,0.2004662004662
192,5,15,l1,5,False,1,1,0.2004662004662
414,10,30,l1,10,True,25,1,0.198135198135198
458,5,60,l1,20,True,5,2,0.198135198135198
456,5,60,l1,20,True,1,2,0.198135198135198
432,20,60,l1,20,False,1,1,0.198135198135198
487,15,180,l2,60,False,25,2,0.195804195804195
440,20,60,l1,20,True,1,1,0.195804195804195
411,10,30,l2,10,True,5,1,0.19347319347319303
441,20,60,l2,20,True,1,1,0.19347319347319303
463,5,60,l2,20,True,25,2,0.19347319347319303
427,15,45,l2,15,True,5,1,0.19114219114219103
462,5,60,l1,20,True,25,2,0.19114219114219103
418,15,45,l1,15,False,5,1,0.19114219114219103
193,5,15,l2,5,False,1,1,0.19114219114219103
407,10,30,l2,10,False,25,1,0.18881118881118802
423,15,45,l2,15,False,25,1,0.18881118881118802
402,10,30,l1,10,False,5,1,0.18881118881118802
442,20,60,l1,20,True,5,1,0.18648018648018602
447,20,60,l2,20,True,25,1,0.18648018648018602
419,15,45,l2,15,False,5,1,0.18414918414918402
460,5,60,l1,20,True,15,2,0.18414918414918402
416,15,45,l1,15,False,1,1,0.18181818181818102
446,20,60,l1,20,True,25,1,0.18181818181818102
421,15,45,l2,15,False,15,1,0.18181818181818102
445,20,60,l2,20,True,15,1,0.17948717948717902
425,15,45,l2,15,True,1,1,0.17948717948717902
408,10,30,l1,10,True,1,1,0.17948717948717902
399,5,15,l2,5,True,25,1,0.177156177156177
403,10,30,l2,10,False,5,1,0.174825174825174
461,5,60,l2,20,True,15,2,0.172494172494172
433,20,60,l2,20,False,1,1,0.172494172494172
443,20,60,l2,20,True,5,1,0.17016317016317
391,5,15,l2,5,False,25,1,0.17016317016317
390,5,15,l1,5,False,25,1,0.17016317016317
397,5,15,l2,5,True,15,1,0.17016317016317
409,10,30,l2,10,True,1,1,0.165501165501165
417,15,45,l2,15,False,1,1,0.165501165501165
400,10,30,l1,10,False,1,1,0.165501165501165
388,5,15,l1,5,False,15,1,0.16083916083916
387,5,15,l2,5,False,5,1,0.16083916083916
396,5,15,l1,5,True,15,1,0.15850815850815803
386,5,15,l1,5,False,5,1,0.15151515151515102
398,5,15,l1,5,True,25,1,0.15151515151515102
389,5,15,l2,5,False,15,1,0.15151515151515102
395,5,15,l2,5,True,5,1,0.144522144522144
394,5,15,l1,5,True,5,1,0.142191142191142
401,10,30,l2,10,False,1,1,0.142191142191142
385,5,15,l2,5,False,1,1,0.128205128205128
384,5,15,l1,5,False,1,1,0.128205128205128
393,5,15,l2,5,True,1,1,0.11421911421911402
392,5,15,l1,5,True,1,1,0.11188811188811101
